log_mean_prob,mean_log_prob,iteration,model_size,seed_idx,adv_training_round,model_idx
-0.624508798122406,-0.6660789847373962,0,7629056,0,0,0
-0.8173717260360718,-0.888655424118042,1,7629056,0,0,0
-0.9525049328804016,-1.0550721883773804,2,7629056,0,0,0
-1.086597919464111,-1.2241709232330322,3,7629056,0,0,0
-1.204700589179993,-1.378917217254639,4,7629056,0,0,0
-1.3192623853683472,-1.537015080451965,5,7629056,0,0,0
-1.4185456037521362,-1.6748589277267456,6,7629056,0,0,0
-1.499727725982666,-1.785984992980957,7,7629056,0,0,0
-1.5848861932754517,-1.901402831077576,8,7629056,0,0,0
-1.659787893295288,-2.0112130641937256,9,7629056,0,0,0
-0.9663740992546082,-1.1162288188934326,0,17617408,0,0,1
-1.4079371690750122,-1.7639974355697632,1,17617408,0,0,1
-1.8782575130462649,-2.516286611557007,2,17617408,0,0,1
-2.2910470962524414,-3.227560520172119,3,17617408,0,0,1
-2.657252788543701,-3.848455905914306,4,17617408,0,0,1
-2.989060640335083,-4.359920024871826,5,17617408,0,0,1
-3.339418411254883,-4.884871482849121,6,17617408,0,0,1
-3.656166315078736,-5.420062065124512,7,17617408,0,0,1
-3.943692207336426,-5.963619232177734,8,17617408,0,0,1
-4.200407981872559,-6.445970058441162,9,17617408,0,0,1
-0.8667898178100586,-0.9706578850746156,0,44672000,0,0,2
-1.387101411819458,-1.5575308799743652,1,44672000,0,0,2
-1.8407024145126345,-2.073484420776367,2,44672000,0,0,2
-2.257264375686645,-2.5174779891967773,3,44672000,0,0,2
-2.548062562942505,-2.833430767059326,4,44672000,0,0,2
-2.765294551849365,-3.079728126525879,5,44672000,0,0,2
-2.987637519836426,-3.310113906860352,6,44672000,0,0,2
-3.1902480125427246,-3.520071506500244,7,44672000,0,0,2
-3.378578186035156,-3.713078498840332,8,44672000,0,0,2
-3.549107551574707,-3.88934326171875,9,44672000,0,0,2
-0.930520236492157,-1.1933443546295166,0,123691008,0,0,3
-1.476893186569214,-2.059112787246704,1,123691008,0,0,3
-1.8445409536361692,-2.650869369506836,2,123691008,0,0,3
-2.1129374504089355,-3.043243646621704,3,123691008,0,0,3
-2.3207294940948486,-3.320451259613037,4,123691008,0,0,3
-2.49548888206482,-3.5382723808288574,5,123691008,0,0,3
-2.6623339653015137,-3.711866617202759,6,123691008,0,0,3
-2.8046679496765137,-3.866403102874756,7,123691008,0,0,3
-2.9579672813415527,-4.015035152435303,8,123691008,0,0,3
-3.074275255203247,-4.133540153503418,9,123691008,0,0,3
-0.4589723348617553,-2.3694193363189697,0,353824768,0,0,4
-0.94314706325531,-5.217554092407227,1,353824768,0,0,4
-1.3175517320632937,-7.315004348754883,2,353824768,0,0,4
-1.9022197723388672,-9.037911415100098,3,353824768,0,0,4
-2.378926515579224,-10.526113510131836,4,353824768,0,0,4
-2.825080394744873,-11.619391441345217,5,353824768,0,0,4
-2.982531785964966,-12.456498146057127,6,353824768,0,0,4
-3.0914831161499023,-13.032251358032228,7,353824768,0,0,4
-3.34463882446289,-13.533191680908203,8,353824768,0,0,4
-3.5306382179260254,-13.867091178894045,9,353824768,0,0,4
-0.5923489332199097,-3.5721921920776367,0,908763136,0,0,5
-1.337593674659729,-7.8713836669921875,1,908763136,0,0,5
-1.8492311239242556,-10.905282020568848,2,908763136,0,0,5
-2.147955894470215,-12.700039863586426,3,908763136,0,0,5
-2.954233407974243,-14.341564178466797,4,908763136,0,0,5
-3.5549778938293457,-15.142295837402344,5,908763136,0,0,5
-3.8919930458068848,-16.09524154663086,6,908763136,0,0,5
-4.091931819915772,-16.607568740844727,7,908763136,0,0,5
-4.951740741729736,-16.93950080871582,8,908763136,0,0,5
-6.184061050415039,-17.26068115234375,9,908763136,0,0,5
-0.2521726191043854,-1.4913783073425293,0,1311629312,0,0,6
-0.5464946031570435,-3.490804672241211,1,1311629312,0,0,6
-1.0020751953125,-5.776395320892334,2,1311629312,0,0,6
-1.2971183061599731,-7.624204635620117,3,1311629312,0,0,6
-1.6746587753295898,-9.280098915100098,4,1311629312,0,0,6
-2.107757091522217,-10.755117416381836,5,1311629312,0,0,6
-2.4519009590148926,-11.822423934936523,6,1311629312,0,0,6
-2.6244213581085205,-12.768290519714355,7,1311629312,0,0,6
-2.79491925239563,-13.507352828979492,8,1311629312,0,0,6
-2.8520045280456543,-14.127158164978027,9,1311629312,0,0,6
-0.2409116923809051,-1.662916660308838,0,2646435840,0,0,7
-0.5426594018936157,-4.868515491485596,1,2646435840,0,0,7
-0.8984689712524414,-7.5126872062683105,2,2646435840,0,0,7
-1.094000220298767,-9.58064079284668,3,2646435840,0,0,7
-1.261671543121338,-11.000296592712402,4,2646435840,0,0,7
-1.4181888103485107,-12.25462245941162,5,2646435840,0,0,7
-1.5689048767089844,-13.053013801574709,6,2646435840,0,0,7
-1.6118528842926023,-13.793346405029297,7,2646435840,0,0,7
-1.6617765426635742,-14.086225509643556,8,2646435840,0,0,7
-1.7218785285949707,-14.430707931518556,9,2646435840,0,0,7
-0.3028339147567749,-1.0226789712905884,0,6650740736,0,0,8
-0.6091269254684448,-3.017991304397583,1,6650740736,0,0,8
-0.9929112195968628,-5.094287872314453,2,6650740736,0,0,8
-1.3320229053497314,-6.825677394866943,3,6650740736,0,0,8
-1.7247923612594604,-8.222304344177246,4,6650740736,0,0,8
-2.055849313735962,-9.279759407043455,5,6650740736,0,0,8
-2.376810073852539,-10.094365119934082,6,6650740736,0,0,8
-2.5698235034942627,-10.879020690917969,7,6650740736,0,0,8
-2.746642589569092,-11.322898864746094,8,6650740736,0,0,8
-2.8456568717956543,-11.858697891235352,9,6650740736,0,0,8
-0.4761828482151031,-0.665701150894165,0,11586560000,0,0,9
-0.6718531250953674,-1.0259658098220823,1,11586560000,0,0,9
-0.8318654894828796,-1.317549228668213,2,11586560000,0,0,9
-0.9774948358535768,-1.5606019496917725,3,11586560000,0,0,9
-1.1076676845550537,-1.7574225664138794,4,11586560000,0,0,9
-1.222208023071289,-1.9226460456848145,5,11586560000,0,0,9
-1.3149073123931885,-2.04994535446167,6,11586560000,0,0,9
-1.4176337718963623,-2.178680181503296,7,11586560000,0,0,9
-1.4952600002288818,-2.2778656482696533,8,11586560000,0,0,9
-1.564988136291504,-2.361780881881714,9,11586560000,0,0,9
-0.7655293345451355,-0.8512595891952515,0,7629056,1,0,0
-1.01973557472229,-1.20303213596344,1,7629056,1,0,0
-1.1998971700668335,-1.4973336458206177,2,7629056,1,0,0
-1.3422956466674805,-1.742381930351257,3,7629056,1,0,0
-1.4564231634140017,-1.950723648071289,4,7629056,1,0,0
-1.558890700340271,-2.112122058868408,5,7629056,1,0,0
-1.653998851776123,-2.2736332416534424,6,7629056,1,0,0
-1.723132848739624,-2.398104429244995,7,7629056,1,0,0
-1.7853946685791016,-2.519474029541016,8,7629056,1,0,0
-1.8352651596069336,-2.628211259841919,9,7629056,1,0,0
-1.0830295085906982,-1.157989263534546,0,17617408,1,0,1
-1.5393792390823364,-1.6625179052352903,1,17617408,1,0,1
-1.880476713180542,-2.031793594360352,2,17617408,1,0,1
-2.231442928314209,-2.497897863388061,3,17617408,1,0,1
-2.500727653503418,-2.9265506267547607,4,17617408,1,0,1
-2.772889375686645,-3.4388246536254883,5,17617408,1,0,1
-3.004335880279541,-3.9812631607055664,6,17617408,1,0,1
-3.2671473026275635,-4.524539470672607,7,17617408,1,0,1
