log_mean_prob,mean_log_prob,iteration,model_size,seed_idx,adv_training_round,model_idx
-0.0165262520313262,-0.2148400843143463,6,11586560000,0,0,9
-0.0237919073551893,-0.273817241191864,7,11586560000,0,0,9
-0.0306090004742145,-0.317088782787323,8,11586560000,0,0,9
-0.0446147769689559,-0.387909322977066,9,11586560000,0,0,9
-0.0766907930374145,-0.7241799831390381,0,7629056,1,0,0
-0.189540684223175,-2.250675678253174,1,7629056,1,0,0
-0.3785672187805176,-4.443521022796631,2,7629056,1,0,0
-0.7159454822540283,-7.146905899047852,3,7629056,1,0,0
-1.0402719974517822,-10.508947372436523,4,7629056,1,0,0
-1.4803733825683594,-13.01769733428955,5,7629056,1,0,0
-1.8433153629302976,-15.768564224243164,6,7629056,1,0,0
-2.030500888824463,-17.20821189880371,7,7629056,1,0,0
-2.4029572010040283,-18.797046661376957,8,7629056,1,0,0
-2.707515239715576,-19.54809188842773,9,7629056,1,0,0
-0.0445068404078483,-0.4158826768398285,0,17617408,1,0,1
-0.0586911253631114,-0.7384656667709351,1,17617408,1,0,1
-0.119434617459774,-1.1531593799591064,2,17617408,1,0,1
-0.1991463899612426,-2.122753858566284,3,17617408,1,0,1
-0.2922585606575012,-3.1679933071136475,4,17617408,1,0,1
-0.4252403378486633,-4.504628658294678,5,17617408,1,0,1
-0.6571566462516785,-6.047281742095947,6,17617408,1,0,1
-0.8221848011016846,-7.82154655456543,7,17617408,1,0,1
-1.015345811843872,-9.344650268554688,8,17617408,1,0,1
-1.1871600151062012,-10.606311798095703,9,17617408,1,0,1
-0.0159993711858987,-0.2047277390956878,0,44672000,1,0,2
-0.0621126480400562,-0.7052770853042603,1,44672000,1,0,2
-0.1409227102994918,-1.388282060623169,2,44672000,1,0,2
-0.2546588778495788,-2.775155782699585,3,44672000,1,0,2
-0.3795692324638366,-4.552252769470215,4,44672000,1,0,2
-0.5886656045913696,-6.240771770477295,5,44672000,1,0,2
-0.7330530881881714,-7.798445701599121,6,44672000,1,0,2
-0.852279543876648,-9.451900482177734,7,44672000,1,0,2
-0.98516047000885,-10.437529563903809,8,44672000,1,0,2
-1.2986491918563845,-11.724281311035156,9,44672000,1,0,2
-0.0059642679989337,-0.0417859181761741,0,123691008,1,0,3
-0.0262154955416917,-0.2747847139835357,1,123691008,1,0,3
-0.0520282201468944,-0.5745264291763306,2,123691008,1,0,3
-0.0921539142727851,-1.1550594568252563,3,123691008,1,0,3
-0.1247156336903572,-1.6921582221984863,4,123691008,1,0,3
-0.1577601134777069,-2.158980131149292,5,123691008,1,0,3
-0.2252497971057891,-2.776193141937256,6,123691008,1,0,3
-0.2866119146347046,-3.69118595123291,7,123691008,1,0,3
-0.3531203269958496,-4.544975757598877,8,123691008,1,0,3
-0.3870572447776794,-5.293759346008301,9,123691008,1,0,3
-0.0137756830081343,-0.1268540173768997,0,353824768,1,0,4
-0.0308895912021398,-0.3023908734321594,1,353824768,1,0,4
-0.0871352329850196,-0.991516888141632,2,353824768,1,0,4
-0.1775353997945785,-1.935585021972656,3,353824768,1,0,4
-0.219672605395317,-2.7655446529388428,4,353824768,1,0,4
-0.3545434772968292,-4.024932861328125,5,353824768,1,0,4
-0.4287320077419281,-5.039069652557373,6,353824768,1,0,4
-0.602199137210846,-6.290588855743408,7,353824768,1,0,4
-0.7920606136322021,-7.687541484832764,8,353824768,1,0,4
-0.9499144554138184,-8.923379898071289,9,353824768,1,0,4
-0.025576714426279,-0.1211906820535659,0,908763136,1,0,5
-0.0722406059503555,-0.6630252599716187,1,908763136,1,0,5
-0.1423678994178772,-1.202112317085266,2,908763136,1,0,5
-0.2784576416015625,-2.076835870742798,3,908763136,1,0,5
-0.4611463546752929,-3.395792961120605,4,908763136,1,0,5
-0.7007401585578918,-4.9931640625,5,908763136,1,0,5
-0.9893473982810974,-6.756592273712158,6,908763136,1,0,5
-1.2145761251449585,-8.2332124710083,7,908763136,1,0,5
-1.4099422693252563,-9.586674690246582,8,908763136,1,0,5
-1.576855182647705,-10.79791259765625,9,908763136,1,0,5
-0.031194120645523,-0.2640378773212433,0,1311629312,1,0,6
-0.045016910880804,-0.4780120551586151,1,1311629312,1,0,6
-0.0679880529642105,-0.7346659302711487,2,1311629312,1,0,6
-0.0979766249656677,-1.0382133722305298,3,1311629312,1,0,6
-0.1415925025939941,-1.4260252714157104,4,1311629312,1,0,6
-0.1779280602931976,-1.8815635442733765,5,1311629312,1,0,6
-0.2284158021211624,-2.350318193435669,6,1311629312,1,0,6
-0.3233504295349121,-2.9590322971343994,7,1311629312,1,0,6
-0.3765993118286133,-3.566566467285156,8,1311629312,1,0,6
-0.4312359690666199,-4.118284225463867,9,1311629312,1,0,6
-0.0293990839272737,-0.1652062237262725,0,2646435840,1,0,7
-0.0884772092103958,-0.8324357271194458,1,2646435840,1,0,7
-0.1785508543252945,-1.865319848060608,2,2646435840,1,0,7
-0.3735212981700897,-3.5829551219940186,3,2646435840,1,0,7
-0.5639840960502625,-5.790334701538086,4,2646435840,1,0,7
-0.6787526607513428,-7.386885643005371,5,2646435840,1,0,7
-0.7320361733436584,-8.287559509277344,6,2646435840,1,0,7
-0.7738602161407471,-9.07746410369873,7,2646435840,1,0,7
-0.7952123880386353,-9.516161918640137,8,2646435840,1,0,7
-0.8138034343719482,-9.659420013427734,9,2646435840,1,0,7
-0.0101190842688083,-0.0935408398509025,0,6650740736,1,0,8
-0.015826167538762,-0.198724165558815,1,6650740736,1,0,8
-0.0474714897572994,-0.3877175152301788,2,6650740736,1,0,8
-0.0944111347198486,-0.8590564131736755,3,6650740736,1,0,8
-0.1343105137348175,-1.182844161987305,4,6650740736,1,0,8
-0.2272204458713531,-1.7908966541290283,5,6650740736,1,0,8
-0.3156122267246246,-2.6338601112365723,6,6650740736,1,0,8
-0.3776316940784454,-3.263816595077514,7,6650740736,1,0,8
-0.4631536304950714,-3.91570258140564,8,6650740736,1,0,8
-0.5498945713043213,-4.539764404296875,9,6650740736,1,0,8
-0.0051019778475165,-0.0617692470550537,0,11586560000,1,0,9
-0.0202666744589805,-0.2258587777614593,1,11586560000,1,0,9
-0.0281002055853605,-0.3341957330703735,2,11586560000,1,0,9
-0.0303220357745885,-0.4185588955879211,3,11586560000,1,0,9
-0.0427420102059841,-0.5172311067581177,4,11586560000,1,0,9
-0.0503814592957496,-0.6596480011940002,5,11586560000,1,0,9
-0.0601610876619815,-0.755824863910675,6,11586560000,1,0,9
-0.0711096450686454,-0.8637959361076355,7,11586560000,1,0,9
-0.072800412774086,-1.0211105346679688,8,11586560000,1,0,9
-0.0751726403832435,-1.1336036920547483,9,11586560000,1,0,9
-0.0711225718259811,-0.7257588505744934,0,7629056,2,0,0
-0.1858516633510589,-1.964030742645264,1,7629056,2,0,0
-0.3894126713275909,-4.2754621505737305,2,7629056,2,0,0
-0.5783991813659668,-6.53460693359375,3,7629056,2,0,0
-0.8006248474121094,-8.786282539367676,4,7629056,2,0,0
-1.0524460077285769,-10.882062911987305,5,7629056,2,0,0
-1.226460337638855,-12.576971054077148,6,7629056,2,0,0
-1.3575721979141235,-13.699799537658691,7,7629056,2,0,0
-1.5954517126083374,-14.710296630859377,8,7629056,2,0,0
-1.7589671611785889,-15.442893028259276,9,7629056,2,0,0
-0.0386657230556011,-0.1821642816066742,0,17617408,2,0,1
-0.0874025449156761,-0.7795488834381104,1,17617408,2,0,1
-0.2296985387802124,-1.83006489276886,2,17617408,2,0,1
-0.377975583076477,-3.7508864402771,3,17617408,2,0,1
-0.5606371164321899,-5.530828952789307,4,17617408,2,0,1
-0.7616767287254333,-7.262192726135254,5,17617408,2,0,1
-0.9618352651596068,-8.658676147460938,6,17617408,2,0,1
-1.1058669090270996,-10.210280418395996,7,17617408,2,0,1
-1.3418129682540894,-11.477328300476074,8,17617408,2,0,1
-1.684963941574097,-12.855106353759766,9,17617408,2,0,1
-0.0426207147538661,-0.2896840274333954,0,44672000,2,0,2
-0.0974820554256439,-1.004045009613037,1,44672000,2,0,2
-0.2232132852077484,-1.8382195234298704,2,44672000,2,0,2
-0.354440838098526,-3.6584019660949703,3,44672000,2,0,2
-0.4981328248977661,-5.340875148773193,4,44672000,2,0,2
-0.6244263052940369,-6.885141849517822,5,44672000,2,0,2
-0.7400552034378052,-8.126446723937988,6,44672000,2,0,2
-0.8485645055770874,-9.371376037597656,7,44672000,2,0,2
-0.9737728834152222,-10.705018997192385,8,44672000,2,0,2
-1.0841922760009766,-11.88848114013672,9,44672000,2,0,2
-0.01593971624970436,-0.11703824251890182,0,1311629312,2,0,6
-0.07318435609340668,-0.6033469438552856,1,1311629312,2,0,6
-0.13185331225395203,-1.3542972803115845,2,1311629312,2,0,6
-0.2052677571773529,-2.06365966796875,3,1311629312,2,0,6
-0.3083187937736511,-2.9335241317749023,4,1311629312,2,0,6
-0.3968856632709503,-3.929790735244751,5,1311629312,2,0,6
-0.5049563646316528,-4.806494235992432,6,1311629312,2,0,6
-0.6552066206932068,-5.736517429351807,7,1311629312,2,0,6
-0.835856020450592,-6.67038106918335,8,1311629312,2,0,6
-0.9682827591896057,-7.643820285797119,9,1311629312,2,0,6
-0.020212115719914436,-0.2055925577878952,0,908763136,2,0,5
-0.06528788059949875,-0.5586237907409668,1,908763136,2,0,5
-0.12167651206254959,-1.246220588684082,2,908763136,2,0,5
-0.196665421128273,-2.298348903656006,3,908763136,2,0,5
-0.27068543434143066,-3.2039761543273926,4,908763136,2,0,5
-0.3576844036579132,-4.146392822265625,5,908763136,2,0,5
-0.4450732469558716,-5.161307334899902,6,908763136,2,0,5
-0.6011856198310852,-6.088506698608398,7,908763136,2,0,5
-0.7418437600135803,-7.022550106048584,8,908763136,2,0,5
-0.948832094669342,-8.141490936279297,9,908763136,2,0,5
-0.02354857139289379,-0.17145787179470062,0,353824768,2,0,4
-0.04881751164793968,-0.5633485317230225,1,353824768,2,0,4
-0.062332626432180405,-0.8445260524749756,2,353824768,2,0,4
-0.10677450150251389,-1.4781986474990845,3,353824768,2,0,4
-0.17956627905368805,-1.992082118988037,4,353824768,2,0,4
-0.23785941302776337,-2.8553693294525146,5,353824768,2,0,4
-0.2943819463253021,-3.4910099506378174,6,353824768,2,0,4
-0.3464502990245819,-4.062142848968506,7,353824768,2,0,4
-0.4828687906265259,-4.976569175720215,8,353824768,2,0,4
-0.657273530960083,-6.295400142669678,9,353824768,2,0,4
-0.01519477367401123,-0.20762194693088531,0,123691008,2,0,3
-0.0411730632185936,-0.3989540636539459,1,123691008,2,0,3
-0.08024360239505768,-0.847561240196228,2,123691008,2,0,3
-0.11995676904916763,-1.5383652448654175,3,123691008,2,0,3
-0.14056585729122162,-2.1633248329162598,4,123691008,2,0,3
-0.15977559983730316,-2.4305713176727295,5,123691008,2,0,3
-0.2188146710395813,-3.0008134841918945,6,123691008,2,0,3
-0.27111580967903137,-3.5964980125427246,7,123691008,2,0,3
-0.3714379668235779,-4.682919502258301,8,123691008,2,0,3
-0.47429752349853516,-5.925293445587158,9,123691008,2,0,3
-0.044412869960069656,-0.33534443378448486,0,2646435840,2,0,7
-0.12350132316350937,-1.0572632551193237,1,2646435840,2,0,7
-0.16365273296833038,-1.6491636037826538,2,2646435840,2,0,7
-0.21911990642547607,-2.177520751953125,3,2646435840,2,0,7
-0.2905845046043396,-2.7993364334106445,4,2646435840,2,0,7
-0.4063919484615326,-3.5376601219177246,5,2646435840,2,0,7
-0.5284172296524048,-4.392625331878662,6,2646435840,2,0,7
-0.6234959959983826,-5.190650939941406,7,2646435840,2,0,7
-0.7081118822097778,-5.977120876312256,8,2646435840,2,0,7
-0.7899096012115479,-6.622066497802734,9,2646435840,2,0,7
-1.633180545468349e-05,-1.635167427593842e-05,0,6650740736,2,0,8
-0.01744946278631687,-0.07473427057266235,1,6650740736,2,0,8
-0.03528983145952225,-0.2754863500595093,2,6650740736,2,0,8
-0.050354063510894775,-0.5018909573554993,3,6650740736,2,0,8
-0.07547276467084885,-0.6869248151779175,4,6650740736,2,0,8
-0.11847581714391708,-1.0431314706802368,5,6650740736,2,0,8
-0.1428820788860321,-1.414046287536621,6,6650740736,2,0,8
-0.16863879561424255,-1.7544182538986206,7,6650740736,2,0,8
-0.20895123481750488,-2.1081271171569824,8,6650740736,2,0,8
-0.2673511803150177,-2.518036127090454,9,6650740736,2,0,8
-0.01495708990842104,-0.1347856968641281,0,11586560000,2,0,9
-0.01956554688513279,-0.22790007293224335,1,11586560000,2,0,9
-0.020313510671257973,-0.2938985824584961,2,11586560000,2,0,9
-0.025575920939445496,-0.3312113881111145,3,11586560000,2,0,9
-0.03395818546414375,-0.37515199184417725,4,11586560000,2,0,9
-0.04150273650884628,-0.47535306215286255,5,11586560000,2,0,9
-0.054013028740882874,-0.602837860584259,6,11586560000,2,0,9
-0.06470917910337448,-0.7443108558654785,7,11586560000,2,0,9
-0.07249852269887924,-0.8330151438713074,8,11586560000,2,0,9
-0.09343929588794708,-0.9248356819152832,9,11586560000,2,0,9
-0.07356439530849457,-0.49999868869781494,0,7629056,3,0,0
-0.19724643230438232,-1.758465051651001,1,7629056,3,0,0
-0.38824501633644104,-3.6772892475128174,2,7629056,3,0,0
-0.6601189374923706,-6.153972625732422,3,7629056,3,0,0
-0.9387415051460266,-8.769905090332031,4,7629056,3,0,0
-1.2326182126998901,-11.043914794921875,5,7629056,3,0,0
-1.616086483001709,-12.819570541381836,6,7629056,3,0,0
-1.9825023412704468,-14.897687911987305,7,7629056,3,0,0
-2.2353038787841797,-16.535533905029297,8,7629056,3,0,0
-2.81242036819458,-17.392724990844727,9,7629056,3,0,0
-0.05209025740623474,-0.4038639962673187,0,17617408,3,0,1
-0.10729193687438965,-1.0470616817474365,1,17617408,3,0,1
-0.209820955991745,-1.9997649192810059,2,17617408,3,0,1
-0.29963141679763794,-3.0886502265930176,3,17617408,3,0,1
-0.41922706365585327,-4.340191841125488,4,17617408,3,0,1
-0.5353811979293823,-5.276045322418213,5,17617408,3,0,1
-0.7046046257019043,-7.079747676849365,6,17617408,3,0,1
-0.8638213872909546,-8.374883651733398,7,17617408,3,0,1
-1.0195960998535156,-9.51586627960205,8,17617408,3,0,1
-1.1056466102600098,-10.524855613708496,9,17617408,3,0,1
-0.0229627825319767,-0.16069169342517853,0,44672000,3,0,2
-0.08310336619615555,-0.8999159932136536,1,44672000,3,0,2
-0.14712059497833252,-1.759121060371399,2,44672000,3,0,2
-0.24522696435451508,-3.1856138706207275,3,44672000,3,0,2
-0.4046160578727722,-4.721207618713379,4,44672000,3,0,2
-0.5692903399467468,-6.718512535095215,5,44672000,3,0,2
-0.7379841208457947,-8.354509353637695,6,44672000,3,0,2
-0.8525295257568359,-9.872658729553223,7,44672000,3,0,2
-1.11520516872406,-11.882304191589355,8,44672000,3,0,2
-1.326922059059143,-13.356644630432129,9,44672000,3,0,2
-0.0073886411264538765,-0.07329091429710388,0,123691008,3,0,3
-0.04512210190296173,-0.3292612135410309,1,123691008,3,0,3
-0.08732078224420547,-0.8923069834709167,2,123691008,3,0,3
-0.14250095188617706,-1.5251613855361938,3,123691008,3,0,3
-0.1859971582889557,-2.109631061553955,4,123691008,3,0,3
-0.2436288446187973,-2.834519147872925,5,123691008,3,0,3
-0.28910771012306213,-3.5453035831451416,6,123691008,3,0,3
-0.36425912380218506,-4.2681403160095215,7,123691008,3,0,3
-0.45934730768203735,-5.010875225067139,8,123691008,3,0,3
-0.5372529029846191,-5.69974422454834,9,123691008,3,0,3
-0.035251177847385406,-0.3097211420536041,0,353824768,3,0,4
-0.07270868122577667,-0.6819224953651428,1,353824768,3,0,4
-0.11939875781536102,-1.1421401500701904,2,353824768,3,0,4
-0.17737838625907898,-1.8497331142425537,3,353824768,3,0,4
-0.24265696108341217,-2.680142641067505,4,353824768,3,0,4
-0.3198379874229431,-3.4871904850006104,5,353824768,3,0,4
-0.40260377526283264,-4.290219306945801,6,353824768,3,0,4
-0.5034838914871216,-5.265132427215576,7,353824768,3,0,4
-0.6753858327865601,-6.29390287399292,8,353824768,3,0,4
-0.8065920472145081,-7.398805618286133,9,353824768,3,0,4
-0.02382419817149639,-0.24086487293243408,0,908763136,3,0,5
-0.06911913305521011,-0.6371467709541321,1,908763136,3,0,5
-0.1623457819223404,-1.3812744617462158,2,908763136,3,0,5
-0.25551337003707886,-2.625669240951538,3,908763136,3,0,5
-0.4224095344543457,-3.9133541584014893,4,908763136,3,0,5
-0.5682927966117859,-5.426015853881836,5,908763136,3,0,5
-0.7041201591491699,-6.618804454803467,6,908763136,3,0,5
-0.8580670952796936,-7.889687538146973,7,908763136,3,0,5
-0.992988109588623,-8.896119117736816,8,908763136,3,0,5
-1.0960049629211426,-9.739385604858398,9,908763136,3,0,5
-0.005865816492587328,-0.021446235477924347,0,1311629312,3,0,6
-0.018322592601180077,-0.1153889149427414,1,1311629312,3,0,6
-0.05317280814051628,-0.39028385281562805,2,1311629312,3,0,6
-0.08197015523910522,-0.7387054562568665,3,1311629312,3,0,6
-0.12015946954488754,-1.1184353828430176,4,1311629312,3,0,6
-0.20283421874046326,-1.6215295791625977,5,1311629312,3,0,6
-0.2961917221546173,-2.3493056297302246,6,1311629312,3,0,6
-0.33840084075927734,-2.9692180156707764,7,1311629312,3,0,6
-0.4043125808238983,-3.607630968093872,8,1311629312,3,0,6
-0.508656919002533,-4.41640567779541,9,1311629312,3,0,6
-0.03944367915391922,-0.32580170035362244,0,2646435840,3,0,7
-0.13666146993637085,-1.5034598112106323,1,2646435840,3,0,7
-0.24299480020999908,-2.7072765827178955,2,2646435840,3,0,7
-0.39573219418525696,-4.378399848937988,3,2646435840,3,0,7
-0.5226156711578369,-5.776504993438721,4,2646435840,3,0,7
-0.6271457672119141,-6.857319355010986,5,2646435840,3,0,7
-0.677553117275238,-7.799445629119873,6,2646435840,3,0,7
-0.7466452717781067,-8.577250480651855,7,2646435840,3,0,7
-0.7998979091644287,-9.159529685974121,8,2646435840,3,0,7
-0.8468645811080933,-9.531332969665527,9,2646435840,3,0,7
-0.0006682124803774059,-0.000710607273504138,0,6650740736,3,0,8
-0.03352293744683266,-0.14586500823497772,1,6650740736,3,0,8
-0.07793471962213516,-0.4655202031135559,2,6650740736,3,0,8
-0.1384677141904831,-0.9464703798294067,3,6650740736,3,0,8
-0.20148083567619324,-1.6932328939437866,4,6650740736,3,0,8
-0.2286577671766281,-2.207195281982422,5,6650740736,3,0,8
-0.28200945258140564,-2.7048871517181396,6,6650740736,3,0,8
-0.3950023651123047,-3.41184663772583,7,6650740736,3,0,8
-0.5459200143814087,-4.395760536193848,8,6650740736,3,0,8
-0.6462847590446472,-5.237753868103027,9,6650740736,3,0,8
0.0,-2.995204795297468e-08,0,11586560000,3,0,9
-7.152560215217818e-07,-7.307831992875435e-07,1,11586560000,3,0,9
-1.2517053619376384e-05,-1.2574525499076117e-05,2,11586560000,3,0,9
-0.0050378767773509026,-0.07021448761224747,3,11586560000,3,0,9
-0.005037936847656965,-0.07953856140375137,4,11586560000,3,0,9
-0.005038116592913866,-0.08693894743919373,5,11586560000,3,0,9
-0.005038416013121605,-0.08472112566232681,6,11586560000,3,0,9
-0.005039614159613848,-0.08452601730823517,7,11586560000,3,0,9
-0.005085323471575975,-0.08618137240409851,8,11586560000,3,0,9
-0.0050898161716759205,-0.08653919398784637,9,11586560000,3,0,9
-0.07997161149978638,-0.6722025871276855,0,7629056,4,0,0
-0.20538052916526794,-2.152014970779419,1,7629056,4,0,0
-0.497167706489563,-5.204817295074463,2,7629056,4,0,0
-0.7566171288490295,-7.889233589172363,3,7629056,4,0,0
-1.0532262325286865,-10.58175277709961,4,7629056,4,0,0
-1.3977774381637573,-12.571070671081543,5,7629056,4,0,0
-1.6561884880065918,-14.478005409240723,6,7629056,4,0,0
-1.8109557628631592,-15.65304183959961,7,7629056,4,0,0
-1.991188406944275,-16.51571273803711,8,7629056,4,0,0
-2.244676113128662,-17.579975128173828,9,7629056,4,0,0
-0.0396590381860733,-0.49034208059310913,0,17617408,4,0,1
-0.0854184478521347,-1.190024971961975,1,17617408,4,0,1
-0.14855028688907623,-2.0353598594665527,2,17617408,4,0,1
-0.21084171533584595,-3.028432607650757,3,17617408,4,0,1
-0.2815931439399719,-3.796459674835205,4,17617408,4,0,1
-0.4170224666595459,-4.547876834869385,5,17617408,4,0,1
-0.5294436812400818,-5.355128765106201,6,17617408,4,0,1
-0.6558862924575806,-6.287895679473877,7,17617408,4,0,1
-0.7587546110153198,-7.379478454589844,8,17617408,4,0,1
-0.9083369970321655,-8.589115142822266,9,17617408,4,0,1
-0.013151380233466625,-0.14200137555599213,0,44672000,4,0,2
-0.05980021134018898,-0.7882439494132996,1,44672000,4,0,2
-0.11980652064085007,-1.5754384994506836,2,44672000,4,0,2
-0.23721754550933838,-2.854275703430176,3,44672000,4,0,2
-0.33705833554267883,-4.716948986053467,4,44672000,4,0,2
-0.4682859182357788,-6.2924981117248535,5,44672000,4,0,2
-0.5342915058135986,-7.6150007247924805,6,44672000,4,0,2
-0.6447998285293579,-8.797158241271973,7,44672000,4,0,2
-0.7339367866516113,-9.839301109313965,8,44672000,4,0,2
-0.8258998394012451,-10.801447868347168,9,44672000,4,0,2
-0.009309937246143818,-0.058222442865371704,0,123691008,4,0,3
-0.010204226709902287,-0.12808012962341309,1,123691008,4,0,3
-0.039704062044620514,-0.3625190854072571,2,123691008,4,0,3
-0.07361739128828049,-0.8251326680183411,3,123691008,4,0,3
-0.12157123535871506,-1.3905829191207886,4,123691008,4,0,3
-0.1438150405883789,-1.879359245300293,5,123691008,4,0,3
-0.1640722155570984,-2.207240581512451,6,123691008,4,0,3
-0.18986760079860687,-2.6204752922058105,7,123691008,4,0,3
