log_mean_prob,mean_log_prob,iteration,model_size,seed_idx,adv_training_round,model_idx
-0.42808011174201965,-2.0304338932037354,0,7629056,0,0,0
-1.128122329711914,-6.9827470779418945,1,7629056,0,0,0
-1.861964464187622,-10.25910758972168,2,7629056,0,0,0
-2.9082624912261963,-12.671586990356445,3,7629056,0,0,0
-3.6443464756011963,-14.272037506103516,4,7629056,0,0,0
-4.111847877502441,-15.259902000427246,5,7629056,0,0,0
-4.737127304077148,-16.090322494506836,6,7629056,0,0,0
-5.231627464294434,-16.656341552734375,7,7629056,0,0,0
-5.4745097160339355,-16.949922561645508,8,7629056,0,0,0
-5.758840084075928,-17.312278747558594,9,7629056,0,0,0
-0.0034888978116214275,-0.0038972855545580387,0,44672000,0,0,2
-0.3191031813621521,-2.0193488597869873,1,44672000,0,0,2
-0.7621622085571289,-4.859127044677734,2,44672000,0,0,2
-1.2164052724838257,-8.059146881103516,3,44672000,0,0,2
-1.6111291646957397,-10.138960838317871,4,44672000,0,0,2
-2.0848066806793213,-11.929643630981445,5,44672000,0,0,2
-2.3929524421691895,-13.190715789794922,6,44672000,0,0,2
-2.5561025142669678,-14.095328330993652,7,44672000,0,0,2
-2.7066268920898438,-14.65389633178711,8,44672000,0,0,2
-3.1621127128601074,-15.335500717163086,9,44672000,0,0,2
-0.074812151491642,-0.2066057324409485,0,17617408,0,0,1
-0.29540926218032837,-1.1353839635849,1,17617408,0,0,1
-0.4855436086654663,-2.4057443141937256,2,17617408,0,0,1
-0.5743370056152344,-3.3462979793548584,3,17617408,0,0,1
-0.5998694896697998,-3.8901565074920654,4,17617408,0,0,1
-0.6142316460609436,-4.389577865600586,5,17617408,0,0,1
-0.6153942346572876,-4.769491195678711,6,17617408,0,0,1
-0.6157917976379395,-5.1432318687438965,7,17617408,0,0,1
-0.6160711050033569,-5.484188079833984,8,17617408,0,0,1
-0.6161606311798096,-5.7419328689575195,9,17617408,0,0,1
-0.005591139197349548,-0.08338536322116852,0,123691008,0,0,3
-0.20792469382286072,-2.4278054237365723,1,123691008,0,0,3
-0.3434266448020935,-4.480670928955078,2,123691008,0,0,3
-0.527475893497467,-6.685860633850098,3,123691008,0,0,3
-0.6128367185592651,-7.670905590057373,4,123691008,0,0,3
-0.6936138272285461,-8.673903465270996,5,123691008,0,0,3
-0.7360376715660095,-9.335820198059082,6,123691008,0,0,3
-0.7738595008850098,-9.737762451171875,7,123691008,0,0,3
-0.8030400276184082,-10.042384147644043,8,123691008,0,0,3
-0.8280386924743652,-10.162384986877441,9,123691008,0,0,3
0.0,-3.159044936751343e-08,0,353824768,0,0,4
-1.0132795296158292e-06,-9.930027999871527e-07,1,353824768,0,0,4
-1.3172712897357997e-05,-1.317587430094136e-05,2,353824768,0,0,4
-6.88457366777584e-05,-6.889448559377342e-05,3,353824768,0,0,4
-0.000291509204544127,-0.0002917680540122092,4,353824768,0,0,4
-0.0008526502060703933,-0.0008547437028028071,5,353824768,0,0,4
-0.0034918286837637424,-0.003562330035492778,6,353824768,0,0,4
-0.008929544128477573,-0.009555574506521225,7,353824768,0,0,4
-0.017962967976927757,-0.020482394844293594,8,353824768,0,0,4
-0.028576890006661415,-0.033525802195072174,9,353824768,0,0,4
0.0,0.0,0,908763136,0,0,5
0.0,-1.19209286886246e-09,1,908763136,0,0,5
0.0,-1.8477418706197568e-08,2,908763136,0,0,5
-2.98023280720372e-07,-3.0993774657872564e-07,3,908763136,0,0,5
-8.344653679159819e-07,-8.904546575649874e-07,4,908763136,0,0,5
-1.6093266594907618e-06,-1.6700494143151445e-06,5,908763136,0,0,5
-5.364432581700385e-06,-5.373531621444272e-06,6,908763136,0,0,5
-0.004201703704893589,-0.009023476392030716,7,908763136,0,0,5
-0.005100899375975132,-0.031788162887096405,8,908763136,0,0,5
-0.00861710961908102,-0.05769938603043556,9,908763136,0,0,5
0.0,0.0,0,1311629312,0,0,6
0.0,-4.76837147544984e-09,1,1311629312,0,0,6
0.0,-1.6093251176130252e-08,2,1311629312,0,0,6
-2.3841860752327193e-07,-2.622584247546911e-07,3,1311629312,0,0,6
-0.0015559970634058118,-0.0018573119305074215,4,1311629312,0,0,6
-0.004553716629743576,-0.007930324412882328,5,1311629312,0,0,6
-0.007121528964489698,-0.015951741486787796,6,1311629312,0,0,6
-0.022955646738409996,-0.07584512233734131,7,1311629312,0,0,6
-0.044576387852430344,-0.15302008390426636,8,1311629312,0,0,6
-0.08065716177225113,-0.2756342589855194,9,1311629312,0,0,6
0.0,-7.15255632499634e-09,0,2646435840,0,0,7
0.0,-4.410741993865486e-08,1,2646435840,0,0,7
-5.364419735087722e-07,-5.745845896854007e-07,2,2646435840,0,0,7
-9.775209946383256e-06,-9.835049240791705e-06,3,2646435840,0,0,7
-8.73842291184701e-05,-8.755044109420851e-05,4,2646435840,0,0,7
-0.001018565846607089,-0.0010369407245889306,5,2646435840,0,0,7
-0.009929017163813114,-0.015413565561175346,6,2646435840,0,0,7
