asr,iteration,model_size,seed_idx,adv_training_round,model_idx
0.0,0,17617408,1,0,1
0.5483870967741935,1,17617408,1,0,1
0.6989247311827957,2,17617408,1,0,1
0.8333333333333334,3,17617408,1,0,1
0.8924731182795699,4,17617408,1,0,1
0.9139784946236559,5,17617408,1,0,1
0.9408602150537635,6,17617408,1,0,1
0.956989247311828,7,17617408,1,0,1
0.956989247311828,8,17617408,1,0,1
0.967741935483871,9,17617408,1,0,1
0.967741935483871,10,17617408,1,0,1
0.0,0,7629056,0,0,0
0.06703910614525144,1,7629056,0,0,0
0.15642458100558654,2,7629056,0,0,0
0.2849162011173184,3,7629056,0,0,0
0.4134078212290503,4,7629056,0,0,0
0.5642458100558659,5,7629056,0,0,0
0.6592178770949721,6,7629056,0,0,0
0.7094972067039106,7,7629056,0,0,0
0.782122905027933,8,7629056,0,0,0
0.8324022346368716,9,7629056,0,0,0
0.8770949720670391,10,7629056,0,0,0
0.0,0,7629056,1,0,0
0.1966292134831461,1,7629056,1,0,0
0.4775280898876404,2,7629056,1,0,0
0.5898876404494382,3,7629056,1,0,0
0.6235955056179776,4,7629056,1,0,0
0.6573033707865168,5,7629056,1,0,0
0.6910112359550562,6,7629056,1,0,0
0.7359550561797753,7,7629056,1,0,0
0.7640449438202247,8,7629056,1,0,0
0.797752808988764,9,7629056,1,0,0
0.8314606741573034,10,7629056,1,0,0
0.0,0,908763136,0,0,5
0.6735751295336787,1,908763136,0,0,5
0.844559585492228,2,908763136,0,0,5
0.9378238341968912,3,908763136,0,0,5
0.9792746113989638,4,908763136,0,0,5
0.9948186528497409,5,908763136,0,0,5
0.9948186528497409,6,908763136,0,0,5
1.0,7,908763136,0,0,5
1.0,8,908763136,0,0,5
1.0,9,908763136,0,0,5
1.0,10,908763136,0,0,5
0.0,0,6650740736,0,0,8
0.5459183673469388,1,6650740736,0,0,8
0.6275510204081632,2,6650740736,0,0,8
0.7142857142857143,3,6650740736,0,0,8
0.8010204081632653,4,6650740736,0,0,8
0.8622448979591837,5,6650740736,0,0,8
0.8979591836734694,6,6650740736,0,0,8
0.9285714285714286,7,6650740736,0,0,8
0.9693877551020408,8,6650740736,0,0,8
0.9795918367346939,9,6650740736,0,0,8
1.0,10,6650740736,0,0,8
0.0,0,1311629312,0,0,6
0.8974358974358975,1,1311629312,0,0,6
0.9897435897435898,2,1311629312,0,0,6
1.0,3,1311629312,0,0,6
1.0,4,1311629312,0,0,6
1.0,5,1311629312,0,0,6
1.0,6,1311629312,0,0,6
1.0,7,1311629312,0,0,6
1.0,8,1311629312,0,0,6
1.0,9,1311629312,0,0,6
1.0,10,1311629312,0,0,6
0.0,0,11586560000,0,0,9
0.07253886010362698,1,11586560000,0,0,9
0.21761658031088082,2,11586560000,0,0,9
0.36787564766839376,3,11586560000,0,0,9
0.4145077720207254,4,11586560000,0,0,9
0.4818652849740933,5,11586560000,0,0,9
0.5233160621761659,6,11586560000,0,0,9
0.5544041450777202,7,11586560000,0,0,9
0.5699481865284974,8,11586560000,0,0,9
0.5803108808290156,9,11586560000,0,0,9
0.5751295336787565,10,11586560000,0,0,9
0.0,0,123691008,0,0,3
0.5408163265306123,1,123691008,0,0,3
0.6071428571428572,2,123691008,0,0,3
0.6275510204081632,3,123691008,0,0,3
0.6683673469387755,4,123691008,0,0,3
0.6938775510204082,5,123691008,0,0,3
0.7244897959183674,6,123691008,0,0,3
0.7346938775510203,7,123691008,0,0,3
0.7653061224489796,8,123691008,0,0,3
0.7857142857142857,9,123691008,0,0,3
0.8010204081632653,10,123691008,0,0,3
0.0,0,2646435840,0,0,7
0.5204081632653061,1,2646435840,0,0,7
0.6071428571428572,2,2646435840,0,0,7
0.6938775510204082,3,2646435840,0,0,7
0.75,4,2646435840,0,0,7
0.8112244897959184,5,2646435840,0,0,7
0.826530612244898,6,2646435840,0,0,7
0.8367346938775511,7,2646435840,0,0,7
0.8520408163265306,8,2646435840,0,0,7
0.8622448979591837,9,2646435840,0,0,7
0.8724489795918368,10,2646435840,0,0,7
0.0,0,17617408,0,0,1
0.8440860215053764,1,17617408,0,0,1
0.9139784946236559,2,17617408,0,0,1
0.9623655913978495,3,17617408,0,0,1
0.989247311827957,4,17617408,0,0,1
0.9946236559139785,5,17617408,0,0,1
1.0,6,17617408,0,0,1
1.0,7,17617408,0,0,1
1.0,8,17617408,0,0,1
1.0,9,17617408,0,0,1
1.0,10,17617408,0,0,1
0.0,0,353824768,0,0,4
0.10994764397905754,1,353824768,0,0,4
0.47643979057591623,2,353824768,0,0,4
0.8219895287958116,3,353824768,0,0,4
0.9633507853403142,4,353824768,0,0,4
0.9895287958115183,5,353824768,0,0,4
1.0,6,353824768,0,0,4
1.0,7,353824768,0,0,4
1.0,8,353824768,0,0,4
1.0,9,353824768,0,0,4
1.0,10,353824768,0,0,4
0.0,0,44672000,0,0,2
0.16216216216216217,1,44672000,0,0,2
0.4162162162162162,2,44672000,0,0,2
0.6108108108108108,3,44672000,0,0,2
0.6918918918918919,4,44672000,0,0,2
0.7405405405405405,5,44672000,0,0,2
0.8054054054054054,6,44672000,0,0,2
0.8378378378378378,7,44672000,0,0,2
0.8702702702702703,8,44672000,0,0,2
0.9243243243243243,9,44672000,0,0,2
0.9459459459459459,10,44672000,0,0,2
0.0,0,44672000,1,0,2
0.9408602150537635,1,44672000,1,0,2
0.989247311827957,2,44672000,1,0,2
1.0,3,44672000,1,0,2
1.0,4,44672000,1,0,2
1.0,5,44672000,1,0,2
1.0,6,44672000,1,0,2
1.0,7,44672000,1,0,2
1.0,8,44672000,1,0,2
1.0,9,44672000,1,0,2
1.0,10,44672000,1,0,2
0.0,0,123691008,1,0,3
0.5204081632653061,1,123691008,1,0,3
0.8010204081632653,2,123691008,1,0,3
0.8928571428571429,3,123691008,1,0,3
0.9285714285714286,4,123691008,1,0,3
0.9489795918367347,5,123691008,1,0,3
0.9642857142857143,6,123691008,1,0,3
0.9744897959183674,7,123691008,1,0,3
0.9744897959183674,8,123691008,1,0,3
0.9846938775510204,9,123691008,1,0,3
0.9897959183673469,10,123691008,1,0,3
0.0,0,353824768,1,0,4
0.5647668393782384,1,353824768,1,0,4
0.5647668393782384,2,353824768,1,0,4
0.5647668393782384,3,353824768,1,0,4
0.5699481865284974,4,353824768,1,0,4
0.5699481865284974,5,353824768,1,0,4
0.5699481865284974,6,353824768,1,0,4
0.5699481865284974,7,353824768,1,0,4
0.5699481865284974,8,353824768,1,0,4
0.5699481865284974,9,353824768,1,0,4
0.5699481865284974,10,353824768,1,0,4
0.0,0,908763136,1,0,5
0.9432989690721649,1,908763136,1,0,5
0.9896907216494846,2,908763136,1,0,5
1.0,3,908763136,1,0,5
1.0,4,908763136,1,0,5
1.0,5,908763136,1,0,5
1.0,6,908763136,1,0,5
1.0,7,908763136,1,0,5
1.0,8,908763136,1,0,5
1.0,9,908763136,1,0,5
1.0,10,908763136,1,0,5
0.0,0,1311629312,1,0,6
0.9947916666666666,1,1311629312,1,0,6
0.9947916666666666,2,1311629312,1,0,6
1.0,3,1311629312,1,0,6
1.0,4,1311629312,1,0,6
1.0,5,1311629312,1,0,6
1.0,6,1311629312,1,0,6
1.0,7,1311629312,1,0,6
1.0,8,1311629312,1,0,6
1.0,9,1311629312,1,0,6
1.0,10,1311629312,1,0,6
0.0,0,6650740736,1,0,8
0.05208333333333337,1,6650740736,1,0,8
0.421875,2,6650740736,1,0,8
0.84375,3,6650740736,1,0,8
0.96875,4,6650740736,1,0,8
1.0,5,6650740736,1,0,8
1.0,6,6650740736,1,0,8
1.0,7,6650740736,1,0,8
1.0,8,6650740736,1,0,8
1.0,9,6650740736,1,0,8
1.0,10,6650740736,1,0,8
0.0,0,2646435840,1,0,7
0.4871794871794872,1,2646435840,1,0,7
0.6666666666666667,2,2646435840,1,0,7
0.764102564102564,3,2646435840,1,0,7
0.841025641025641,4,2646435840,1,0,7
0.9179487179487179,5,2646435840,1,0,7
0.9641025641025641,6,2646435840,1,0,7
0.9743589743589743,7,2646435840,1,0,7
0.9846153846153847,8,2646435840,1,0,7
0.9897435897435898,9,2646435840,1,0,7
0.9897435897435898,10,2646435840,1,0,7
0.0,0,7629056,2,0,0
0.3932584269662921,1,7629056,2,0,0
0.7921348314606742,2,7629056,2,0,0
0.9157303370786517,3,7629056,2,0,0
0.9775280898876404,4,7629056,2,0,0
0.9943820224719101,5,7629056,2,0,0
1.0,6,7629056,2,0,0
1.0,7,7629056,2,0,0
1.0,8,7629056,2,0,0
1.0,9,7629056,2,0,0
1.0,10,7629056,2,0,0
0.0,0,11586560000,1,0,9
1.0,1,11586560000,1,0,9
1.0,2,11586560000,1,0,9
1.0,3,11586560000,1,0,9
1.0,4,11586560000,1,0,9
1.0,5,11586560000,1,0,9
1.0,6,11586560000,1,0,9
1.0,7,11586560000,1,0,9
1.0,8,11586560000,1,0,9
1.0,9,11586560000,1,0,9
1.0,10,11586560000,1,0,9
0.0,0,44672000,2,0,2
0.9840425531914894,1,44672000,2,0,2
1.0,2,44672000,2,0,2
1.0,3,44672000,2,0,2
1.0,4,44672000,2,0,2
1.0,5,44672000,2,0,2
1.0,6,44672000,2,0,2
1.0,7,44672000,2,0,2
1.0,8,44672000,2,0,2
1.0,9,44672000,2,0,2
1.0,10,44672000,2,0,2
0.0,0,17617408,2,0,1
0.6720430107526882,1,17617408,2,0,1
0.7634408602150538,2,17617408,2,0,1
0.8279569892473118,3,17617408,2,0,1
0.8870967741935484,4,17617408,2,0,1
0.9247311827956989,5,17617408,2,0,1
0.946236559139785,6,17617408,2,0,1
0.9516129032258065,7,17617408,2,0,1
0.9623655913978495,8,17617408,2,0,1
0.9731182795698925,9,17617408,2,0,1
0.9731182795698925,10,17617408,2,0,1
0.0,0,123691008,2,0,3
0.5129533678756477,1,123691008,2,0,3
0.5544041450777202,2,123691008,2,0,3
0.5544041450777202,3,123691008,2,0,3
0.5647668393782384,4,123691008,2,0,3
0.5803108808290156,5,123691008,2,0,3
0.5906735751295337,6,123691008,2,0,3
0.6113989637305699,7,123691008,2,0,3
0.6321243523316062,8,123691008,2,0,3
0.6580310880829016,9,123691008,2,0,3
0.6787564766839378,10,123691008,2,0,3
0.0,0,353824768,2,0,4
0.4278350515463918,1,353824768,2,0,4
0.6597938144329897,2,353824768,2,0,4
0.8144329896907216,3,353824768,2,0,4
0.8969072164948454,4,353824768,2,0,4
0.9432989690721649,5,353824768,2,0,4
0.9587628865979382,6,353824768,2,0,4
0.9845360824742269,7,353824768,2,0,4
0.9896907216494846,8,353824768,2,0,4
0.9896907216494846,9,353824768,2,0,4
0.9896907216494846,10,353824768,2,0,4
0.0,0,1311629312,2,0,6
0.9067357512953368,1,1311629312,2,0,6
0.9740932642487047,2,1311629312,2,0,6
0.9844559585492227,3,1311629312,2,0,6
0.9948186528497409,4,1311629312,2,0,6
1.0,5,1311629312,2,0,6
1.0,6,1311629312,2,0,6
1.0,7,1311629312,2,0,6
1.0,8,1311629312,2,0,6
1.0,9,1311629312,2,0,6
1.0,10,1311629312,2,0,6
0.0,0,908763136,2,0,5
0.49743589743589745,1,908763136,2,0,5
0.6205128205128205,2,908763136,2,0,5
0.7692307692307692,3,908763136,2,0,5
0.8871794871794871,4,908763136,2,0,5
0.958974358974359,5,908763136,2,0,5
0.9794871794871794,6,908763136,2,0,5
0.9897435897435898,7,908763136,2,0,5
0.9897435897435898,8,908763136,2,0,5
0.9897435897435898,9,908763136,2,0,5
0.9897435897435898,10,908763136,2,0,5
0.0,0,7629056,3,0,0
0.36871508379888274,1,7629056,3,0,0
0.6424581005586592,2,7629056,3,0,0
0.7039106145251397,3,7629056,3,0,0
0.7653631284916201,4,7629056,3,0,0
0.8044692737430168,5,7629056,3,0,0
0.8212290502793296,6,7629056,3,0,0
0.8491620111731844,7,7629056,3,0,0
0.8715083798882681,8,7629056,3,0,0
0.8770949720670391,9,7629056,3,0,0
0.8994413407821229,10,7629056,3,0,0
0.0,0,6650740736,2,0,8
0.9896373056994818,1,6650740736,2,0,8
1.0,2,6650740736,2,0,8
1.0,3,6650740736,2,0,8
1.0,4,6650740736,2,0,8
1.0,5,6650740736,2,0,8
1.0,6,6650740736,2,0,8
1.0,7,6650740736,2,0,8
1.0,8,6650740736,2,0,8
1.0,9,6650740736,2,0,8
1.0,10,6650740736,2,0,8
0.0,0,17617408,3,0,1
0.6182795698924731,1,17617408,3,0,1
0.7365591397849462,2,17617408,3,0,1
0.7849462365591398,3,17617408,3,0,1
0.8387096774193549,4,17617408,3,0,1
0.8548387096774194,5,17617408,3,0,1
0.8978494623655914,6,17617408,3,0,1
0.9193548387096774,7,17617408,3,0,1
0.9301075268817205,8,17617408,3,0,1
0.935483870967742,9,17617408,3,0,1
0.9623655913978495,10,17617408,3,0,1
0.0,0,2646435840,2,0,7
0.515625,1,2646435840,2,0,7
0.546875,2,2646435840,2,0,7
0.65625,3,2646435840,2,0,7
0.734375,4,2646435840,2,0,7
0.8020833333333334,5,2646435840,2,0,7
0.84375,6,2646435840,2,0,7
